Order ID,Order Date,Category,Sub-Category,Region,Ship Mode,Sales
926,2021-01-15,Office Supplies,Paper,West,First Class,635.31
927,2023-03-17,Technology,Phones,West,Standard Class,95.54
928,2022-09-06,Technology,Accessories,West,First Class,342.45
929,2023-05-25,Office Supplies,Storage,Central,Second Class,557.63
930,2023-06-30,Furniture,Bookcases,East,Standard Class,289.56
931,2023-09-18,Furniture,Bookcases,South,Second Class,187.66
932,2021-10-25,Technology,Copiers,East,Second Class,284.06
933,2022-03-20,Technology,Accessories,West,Same Day,601.8
934,2023-05-16,Office Supplies,Storage,Central,First Class,601.63
935,2022-07-13,Furniture,Tables,Central,Same Day,227.83
936,2021-04-10,Office Supplies,Paper,East,Same Day,594.66
937,2021-11-03,Technology,Copiers,West,Same Day,245.6
938,2021-04-04,Office Supplies,Binders,East,Same Day,450.67
939,2022-01-18,Technology,Copiers,Central,Same Day,371.52
940,2022-11-22,Technology,Copiers,Central,Standard Class,181.55
941,2021-03-06,Technology,Copiers,South,First Class,110.54
942,2023-12-24,Technology,Accessories,West,Second Class,567.54
943,2022-02-28,Furniture,Tables,Central,Second Class,675.47
944,2023-07-01,Furniture,Bookcases,Central,Standard Class,336.62
945,2023-05-04,Technology,Copiers,West,Second Class,245.34
946,2023-02-06,Furniture,Bookcases,South,Second Class,84.13
947,2021-06-24,Office Supplies,Paper,West,Second Class,557.73
948,2023-01-18,Furniture,Bookcases,West,Standard Class,308.97
949,2022-03-31,Furniture,Bookcases,South,Same Day,203.14
950,2021-07-23,Technology,Phones,East,First Class,459.53
951,2022-01-11,Office Supplies,Binders,South,First Class,69.44
952,2022-09-23,Office Supplies,Paper,East,First Class,102.01
953,2022-06-26,Technology,Accessories,Central,Second Class,140.38
954,2022-10-19,Office Supplies,Paper,Central,Standard Class,363.31
955,2023-05-24,Office Supplies,Binders,South,Standard Class,286.41
956,2023-06-13,Technology,Accessories,South,First Class,394.16
957,2023-03-04,Furniture,Bookcases,South,Same Day,532.34
958,2022-05-19,Office Supplies,Binders,West,Second Class,404.17
959,2022-09-21,Technology,Phones,East,First Class,827.9
960,2022-06-16,Furniture,Tables,East,First Class,531.51
961,2023-12-04,Technology,Copiers,Central,Second Class,227.41
962,2022-12-19,Technology,Copiers,East,First Class,160.0
963,2022-09-25,Furniture,Bookcases,West,Second Class,232.87
964,2022-04-18,Technology,Accessories,South,Standard Class,414.09
965,2023-01-08,Furniture,Chairs,South,Second Class,174.8
966,2023-06-29,Office Supplies,Paper,Central,Standard Class,422.1
967,2023-02-26,Technology,Accessories,Central,Second Class,389.1
968,2023-07-03,Office Supplies,Storage,East,Same Day,109.08
969,2022-03-03,Furniture,Bookcases,West,First Class,524.78
970,2023-09-06,Technology,Accessories,South,First Class,328.08
971,2022-03-28,Office Supplies,Storage,East,Standard Class,801.64
972,2021-04-05,Furniture,Tables,Central,Standard Class,246.26
973,2021-01-22,Technology,Accessories,Central,Standard Class,195.77
974,2021-11-07,Office Supplies,Storage,South,Same Day,96.43
975,2021-05-10,Technology,Copiers,Central,First Class,94.99
976,2023-07-12,Furniture,Bookcases,West,First Class,482.87
977,2022-12-08,Office Supplies,Binders,West,Second Class,749.11
978,2023-01-12,Office Supplies,Paper,West,First Class,230.31
979,2022-08-16,Technology,Accessories,East,First Class,218.71
980,2022-09-05,Furniture,Chairs,East,Second Class,263.81
981,2022-07-27,Technology,Accessories,Central,First Class,549.24
982,2021-01-13,Furniture,Tables,East,Same Day,109.99
983,2023-07-19,Office Supplies,Storage,West,Same Day,299.06
984,2022-01-10,Furniture,Bookcases,Central,Second Class,490.39
985,2022-09-17,Furniture,Bookcases,West,Second Class,360.13
986,2022-09-09,Technology,Accessories,Central,Same Day,6.89
987,2022-10-26,Office Supplies,Paper,South,Second Class,405.59
988,2021-05-24,Furniture,Chairs,South,Standard Class,362.64
989,2021-05-30,Office Supplies,Storage,West,Second Class,621.51
990,2023-02-09,Furniture,Bookcases,West,Second Class,710.22
991,2022-12-25,Technology,Phones,Central,Same Day,600.87
992,2022-11-01,Technology,Copiers,West,Standard Class,264.89
993,2021-10-26,Office Supplies,Storage,South,First Class,50.4
994,2024-01-01,Furniture,Chairs,South,Standard Class,217.46
995,2023-03-02,Technology,Accessories,East,First Class,258.54
996,2023-05-28,Office Supplies,Paper,East,First Class,742.86
997,2021-04-13,Office Supplies,Paper,South,Second Class,132.02
998,2023-08-08,Technology,Copiers,East,Standard Class,71.6
999,2022-08-20,Furniture,Bookcases,East,First Class,175.74
1000,2022-12-09,Technology,Phones,East,Second Class,138.46
1001,2022-11-03,Furniture,Chairs,Central,Standard Class,64.59
1002,2022-09-30,Technology,Accessories,East,Standard Class,234.25
1003,2023-07-23,Office Supplies,Storage,Central,Same Day,266.31
1004,2022-03-13,Office Supplies,Binders,Central,First Class,60.64
1005,2023-12-23,Office Supplies,Binders,East,First Class,194.78
1006,2021-07-26,Technology,Phones,West,First Class,130.8
1007,2022-12-30,Technology,Phones,South,Standard Class,272.94
1008,2023-11-13,Technology,Phones,West,Same Day,293.6
1009,2023-03-08,Technology,Copiers,West,Same Day,130.82
1010,2021-11-11,Furniture,Tables,East,Second Class,521.62
1011,2022-12-20,Technology,Copiers,West,Standard Class,254.15
1012,2023-04-06,Office Supplies,Paper,South,Same Day,136.38
1013,2022-04-22,Office Supplies,Paper,East,Second Class,56.51
1014,2021-02-25,Furniture,Bookcases,West,Standard Class,305.38
1015,2023-06-25,Office Supplies,Paper,West,Second Class,362.02
1016,2021-01-12,Technology,Phones,Central,Second Class,167.64
1017,2021-01-29,Office Supplies,Paper,East,Same Day,279.52
1018,2022-01-04,Office Supplies,Binders,East,Same Day,710.2
1019,2021-03-21,Office Supplies,Binders,East,Standard Class,466.99
1020,2023-09-18,Furniture,Bookcases,South,Second Class,21.94
1021,2021-12-21,Furniture,Tables,East,Standard Class,135.0
1022,2023-10-05,Office Supplies,Paper,South,Second Class,225.43
1023,2022-08-24,Furniture,Tables,Central,Standard Class,265.18
1024,2022-05-18,Technology,Accessories,West,Same Day,284.1
1025,2023-02-06,Furniture,Bookcases,South,First Class,345.72
1026,2023-11-09,Technology,Copiers,Central,Second Class,231.39
1027,2021-06-09,Technology,Copiers,South,Same Day,253.67
1028,2021-06-05,Office Supplies,Binders,Central,Standard Class,483.72
1029,2023-02-27,Technology,Phones,East,Same Day,309.83
1030,2023-09-30,Furniture,Chairs,East,Second Class,87.49
1031,2021-05-08,Office Supplies,Binders,West,Same Day,271.62
1032,2022-01-19,Office Supplies,Paper,Central,First Class,225.93
1033,2023-04-08,Office Supplies,Storage,Central,Standard Class,33.97
1034,2021-07-08,Technology,Phones,West,First Class,282.25
1035,2022-04-13,Furniture,Chairs,West,First Class,99.13
1036,2021-05-29,Technology,Copiers,South,Second Class,488.65
1037,2023-09-24,Technology,Copiers,Central,Standard Class,342.19
1038,2022-02-07,Technology,Phones,East,Second Class,82.77
1039,2021-10-18,Office Supplies,Binders,Central,Second Class,473.58
1040,2022-01-24,Technology,Accessories,South,Standard Class,628.22
1041,2022-02-15,Office Supplies,Storage,West,Second Class,204.64
1042,2023-09-19,Office Supplies,Paper,Central,Second Class,224.88
1043,2023-10-13,Office Supplies,Binders,East,Standard Class,442.18
1044,2022-09-25,Furniture,Tables,East,Same Day,597.2
1045,2021-05-22,Furniture,Chairs,Central,Same Day,46.48
1046,2021-05-30,Office Supplies,Storage,West,Standard Class,92.66
1047,2023-10-25,Furniture,Bookcases,East,Same Day,178.59
1048,2023-01-30,Furniture,Tables,West,Same Day,194.97
1049,2023-08-05,Furniture,Bookcases,East,Second Class,433.41
1050,2021-11-29,Furniture,Tables,Central,Same Day,599.27
1051,2023-12-30,Office Supplies,Storage,West,Same Day,629.37
1052,2023-02-22,Office Supplies,Binders,South,First Class,45.17
1053,2023-06-10,Office Supplies,Paper,West,Second Class,124.16
1054,2023-02-05,Furniture,Chairs,East,Same Day,151.93
1055,2022-12-01,Office Supplies,Storage,East,Second Class,123.71
1056,2022-02-09,Technology,Copiers,Central,Second Class,341.44
1057,2021-12-07,Office Supplies,Binders,East,Same Day,371.41
1058,2021-10-26,Office Supplies,Binders,South,First Class,251.25
1059,2022-09-22,Furniture,Tables,South,First Class,233.28
1060,2022-12-05,Furniture,Tables,West,Standard Class,184.98
1061,2022-03-09,Furniture,Tables,Central,Second Class,203.16
1062,2023-07-05,Furniture,Tables,West,Standard Class,704.94
1063,2022-09-06,Furniture,Bookcases,South,Second Class,410.71
1064,2023-12-26,Furniture,Tables,East,Second Class,190.77
1065,2023-07-01,Technology,Accessories,East,Standard Class,229.79
1066,2022-11-05,Office Supplies,Binders,Central,Standard Class,347.11
1067,2023-02-10,Furniture,Chairs,West,First Class,82.75
1068,2021-07-22,Furniture,Chairs,Central,Same Day,278.72
1069,2022-01-24,Furniture,Tables,West,Second Class,395.03
1070,2021-10-25,Office Supplies,Storage,South,Standard Class,360.07
1071,2022-11-29,Office Supplies,Binders,South,Second Class,126.37
1072,2022-08-02,Technology,Phones,Central,Standard Class,148.02
1073,2022-05-18,Office Supplies,Binders,South,Same Day,29.22
1074,2022-05-05,Furniture,Chairs,South,Standard Class,424.6
1075,2022-12-20,Technology,Copiers,East,First Class,905.13
1076,2021-08-03,Furniture,Bookcases,Central,Second Class,110.88
1077,2023-01-12,Furniture,Bookcases,East,First Class,529.55
1078,2023-08-11,Technology,Accessories,South,Same Day,853.31
1079,2021-06-11,Technology,Accessories,East,Standard Class,170.29
1080,2023-03-23,Technology,Phones,West,Same Day,230.04
1081,2023-08-01,Technology,Phones,South,Second Class,302.43
1082,2021-09-28,Technology,Phones,East,Second Class,351.95
1083,2023-01-08,Office Supplies,Binders,West,Standard Class,314.52
1084,2022-02-28,Technology,Copiers,South,Same Day,181.57
1085,2022-07-07,Technology,Accessories,Central,Standard Class,390.72
1086,2022-11-09,Technology,Phones,West,Second Class,185.04
1087,2023-03-06,Furniture,Tables,Central,Standard Class,330.37
1088,2021-11-03,Technology,Phones,South,Standard Class,244.38
1089,2022-02-23,Technology,Copiers,West,Second Class,39.85
1090,2023-11-11,Furniture,Tables,West,Same Day,582.64
1091,2021-04-23,Technology,Phones,South,Second Class,151.48
1092,2022-06-13,Furniture,Chairs,South,First Class,621.79
1093,2021-03-27,Office Supplies,Storage,West,Same Day,515.34
1094,2022-10-08,Technology,Accessories,South,Second Class,295.77
1095,2023-12-29,Office Supplies,Storage,East,Standard Class,365.1
1096,2021-09-01,Office Supplies,Paper,Central,Standard Class,396.92
1097,2021-12-01,Technology,Copiers,South,First Class,213.7
1098,2022-06-10,Office Supplies,Storage,South,Standard Class,221.84
1099,2021-09-20,Technology,Copiers,West,Second Class,383.46
1100,2022-11-04,Furniture,Bookcases,West,First Class,246.39
1101,2021-04-04,Office Supplies,Binders,East,Same Day,182.06
1102,2022-09-30,Technology,Copiers,Central,Same Day,128.21
1103,2023-09-20,Technology,Accessories,South,First Class,337.4
1104,2022-08-05,Furniture,Tables,East,First Class,147.22
1105,2023-11-06,Technology,Phones,Central,Second Class,456.95
1106,2023-07-25,Furniture,Tables,East,Standard Class,483.72
1107,2021-12-24,Office Supplies,Storage,West,Standard Class,363.1
1108,2023-05-09,Office Supplies,Paper,East,Same Day,418.34
1109,2022-08-24,Office Supplies,Binders,Central,Same Day,363.87
1110,2023-11-08,Technology,Copiers,East,Second Class,439.24
1111,2022-12-18,Furniture,Bookcases,South,Second Class,426.36
1112,2022-07-21,Office Supplies,Paper,South,First Class,324.42
1113,2021-08-14,Technology,Accessories,South,Standard Class,519.77
1114,2021-02-12,Furniture,Bookcases,Central,Same Day,219.73
1115,2023-08-04,Furniture,Chairs,Central,Same Day,131.72
1116,2023-03-02,Technology,Copiers,East,Same Day,125.8
1117,2021-04-08,Furniture,Chairs,East,Second Class,194.98
1118,2023-11-02,Office Supplies,Paper,East,Second Class,33.37
1119,2022-09-16,Office Supplies,Binders,East,First Class,293.62
1120,2022-05-18,Office Supplies,Paper,South,Standard Class,400.63
1121,2022-08-05,Technology,Accessories,Central,Same Day,479.06
1122,2021-07-29,Furniture,Tables,Central,Standard Class,50.03
1123,2022-08-26,Office Supplies,Binders,West,Standard Class,129.48
1124,2021-06-18,Furniture,Tables,Central,Standard Class,447.48
1125,2023-01-10,Office Supplies,Paper,East,Second Class,214.31
1126,2022-02-11,Office Supplies,Binders,Central,Same Day,394.34
1127,2022-06-24,Furniture,Tables,South,Same Day,78.62
1128,2021-07-11,Furniture,Tables,West,Second Class,616.9
1129,2023-11-26,Furniture,Bookcases,South,Second Class,72.55
1130,2023-03-28,Furniture,Tables,West,Standard Class,287.32
1131,2023-06-26,Office Supplies,Binders,Central,First Class,292.84
1132,2023-03-30,Furniture,Tables,West,Second Class,166.37
1133,2021-03-20,Office Supplies,Binders,Central,Second Class,354.06
1134,2022-01-02,Furniture,Tables,South,Second Class,361.21
1135,2021-04-18,Office Supplies,Storage,Central,First Class,333.95
1136,2021-02-20,Office Supplies,Paper,Central,Standard Class,163.82
1137,2023-02-19,Technology,Accessories,Central,Second Class,138.16
1138,2023-10-21,Technology,Accessories,Central,Same Day,178.82
1139,2022-11-12,Technology,Phones,East,Second Class,122.16
1140,2021-01-04,Furniture,Chairs,East,Same Day,535.98
1141,2021-09-17,Technology,Phones,South,First Class,191.73
1142,2022-04-25,Technology,Copiers,South,First Class,281.27
1143,2022-04-07,Furniture,Tables,Central,Same Day,446.24
1144,2021-09-18,Furniture,Bookcases,South,Second Class,116.87
1145,2022-04-16,Office Supplies,Storage,West,Standard Class,69.45
1146,2022-11-30,Technology,Copiers,West,Same Day,122.54
1147,2021-01-03,Furniture,Tables,Central,Same Day,304.37
1148,2022-08-21,Technology,Phones,South,Second Class,289.39
1149,2022-08-25,Technology,Phones,South,Second Class,333.49
1150,2023-09-23,Furniture,Bookcases,Central,Standard Class,230.54
1151,2021-12-06,Technology,Copiers,East,Second Class,12.69
1152,2022-09-28,Technology,Copiers,South,First Class,224.89
1153,2023-10-09,Furniture,Bookcases,West,Second Class,487.42
1154,2022-01-08,Technology,Accessories,East,Same Day,573.9
1155,2021-04-13,Furniture,Chairs,East,Second Class,267.56
1156,2022-02-14,Furniture,Chairs,Central,Standard Class,290.19
1157,2023-04-12,Furniture,Tables,West,Same Day,389.21
1158,2021-07-14,Office Supplies,Storage,East,Same Day,563.11
1159,2023-08-22,Furniture,Tables,South,First Class,250.1
1160,2021-05-25,Office Supplies,Storage,South,First Class,385.43
1161,2023-06-05,Furniture,Bookcases,East,First Class,157.83
1162,2023-01-26,Office Supplies,Binders,Central,Same Day,80.29
1163,2023-07-22,Technology,Accessories,West,Standard Class,172.1
1164,2021-03-26,Furniture,Tables,South,Same Day,649.94
1165,2023-03-24,Office Supplies,Binders,Central,Second Class,390.88
1166,2023-03-02,Office Supplies,Storage,West,First Class,87.96
1167,2021-09-29,Technology,Copiers,South,Standard Class,403.61
1168,2023-01-05,Furniture,Bookcases,West,Same Day,94.58
1169,2023-04-01,Office Supplies,Storage,South,Standard Class,330.21
1170,2023-10-15,Technology,Phones,West,Second Class,112.84
1171,2021-10-14,Office Supplies,Paper,Central,Second Class,83.17
1172,2023-10-31,Technology,Accessories,Central,First Class,722.1
1173,2022-03-13,Technology,Accessories,East,Second Class,191.61
1174,2021-07-07,Furniture,Bookcases,West,Second Class,385.94
1175,2023-07-25,Office Supplies,Storage,South,Standard Class,258.01
1176,2023-05-06,Office Supplies,Paper,South,Same Day,101.81
1177,2021-07-17,Furniture,Tables,West,Standard Class,208.29
1178,2022-07-05,Office Supplies,Paper,West,Same Day,102.65
1179,2021-04-18,Office Supplies,Paper,East,First Class,1068.67
1180,2023-07-27,Office Supplies,Storage,East,Standard Class,434.8
1181,2022-12-12,Office Supplies,Storage,East,First Class,254.38
1182,2021-05-12,Office Supplies,Binders,South,First Class,371.62
1183,2022-11-16,Technology,Phones,South,First Class,415.7
1184,2022-01-20,Furniture,Chairs,East,Standard Class,416.46
1185,2021-10-23,Office Supplies,Storage,East,First Class,404.25
1186,2021-10-08,Furniture,Chairs,Central,First Class,383.01
1187,2021-09-12,Office Supplies,Binders,West,Second Class,270.25
1188,2021-01-08,Office Supplies,Paper,West,Standard Class,685.93
1189,2023-11-02,Office Supplies,Storage,East,Second Class,283.28
1190,2023-02-16,Office Supplies,Binders,West,Same Day,259.98
1191,2021-01-15,Office Supplies,Binders,East,First Class,285.09
1192,2021-01-10,Office Supplies,Storage,South,Same Day,300.28
1193,2021-10-05,Furniture,Tables,Central,Standard Class,50.47
1194,2023-06-27,Furniture,Chairs,Central,Same Day,121.44
1195,2021-06-29,Technology,Accessories,West,Second Class,230.53
1196,2023-02-07,Office Supplies,Storage,East,Second Class,47.71
1197,2021-02-10,Technology,Copiers,South,Same Day,254.07
1198,2022-05-13,Technology,Accessories,Central,Second Class,297.39
1199,2021-02-23,Technology,Copiers,South,First Class,76.76
1200,2022-12-15,Furniture,Chairs,West,Same Day,148.63
1201,2022-12-03,Office Supplies,Binders,West,Same Day,589.38
1202,2022-10-09,Office Supplies,Paper,South,First Class,374.29
1203,2021-10-30,Technology,Copiers,West,Standard Class,359.42
1204,2023-08-25,Office Supplies,Binders,West,Same Day,542.16
1205,2023-08-26,Technology,Phones,East,Second Class,123.56
1206,2021-06-10,Furniture,Tables,West,Standard Class,76.99
1207,2021-06-15,Furniture,Bookcases,East,Same Day,494.08
1208,2021-03-03,Furniture,Bookcases,East,Standard Class,235.58
1209,2023-08-29,Office Supplies,Binders,Central,Second Class,120.64
1210,2021-08-06,Office Supplies,Storage,Central,First Class,50.03
1211,2023-01-27,Technology,Copiers,West,Same Day,287.51
1212,2021-02-10,Office Supplies,Binders,East,Standard Class,214.98
1213,2022-11-21,Furniture,Chairs,West,First Class,186.97
1214,2022-04-15,Furniture,Chairs,East,Same Day,19.72
1215,2021-07-30,Furniture,Bookcases,West,First Class,680.04
1216,2021-06-12,Technology,Copiers,Central,Same Day,63.21
1217,2023-10-07,Technology,Accessories,Central,Second Class,201.84
1218,2023-06-16,Furniture,Tables,East,First Class,175.75
1219,2023-06-29,Furniture,Chairs,West,Standard Class,382.17
1220,2021-02-11,Technology,Phones,West,Same Day,50.66
1221,2023-11-18,Technology,Phones,East,First Class,350.6
1222,2023-11-27,Furniture,Bookcases,Central,Standard Class,288.57
1223,2023-05-26,Technology,Phones,South,First Class,142.47
1224,2022-03-14,Furniture,Bookcases,East,First Class,341.87
1225,2022-04-23,Technology,Accessories,Central,First Class,253.73
1226,2022-06-16,Office Supplies,Storage,Central,Same Day,787.47
1227,2022-10-22,Furniture,Chairs,West,First Class,214.82
1228,2023-11-01,Office Supplies,Paper,Central,Second Class,106.76
1229,2022-04-13,Technology,Phones,West,First Class,353.09
1230,2021-09-09,Technology,Copiers,East,Second Class,194.14
1231,2023-10-15,Furniture,Bookcases,East,Second Class,249.86
1232,2022-04-08,Office Supplies,Binders,West,First Class,77.62
1233,2022-09-06,Furniture,Chairs,Central,First Class,386.29
1234,2021-08-04,Office Supplies,Paper,West,First Class,169.58
1235,2023-05-25,Furniture,Tables,West,Standard Class,305.1
1236,2022-12-19,Office Supplies,Storage,South,First Class,916.89
1237,2021-05-30,Furniture,Bookcases,West,First Class,205.15
1238,2023-12-20,Furniture,Tables,West,Standard Class,423.58
1239,2021-12-12,Technology,Copiers,West,Standard Class,216.52
1240,2022-02-19,Technology,Copiers,West,First Class,144.16
1241,2021-09-12,Technology,Accessories,West,Standard Class,603.09
1242,2021-04-17,Furniture,Chairs,Central,Same Day,34.76
1243,2022-07-29,Office Supplies,Storage,Central,Same Day,500.26
1244,2021-10-02,Office Supplies,Storage,South,Second Class,29.65
1245,2022-09-07,Furniture,Bookcases,East,Second Class,465.75
1246,2021-05-08,Office Supplies,Paper,West,Standard Class,252.77
1247,2023-10-21,Technology,Accessories,West,Same Day,107.03
1248,2022-12-22,Technology,Accessories,East,Standard Class,179.17
1249,2023-03-26,Technology,Accessories,South,Standard Class,407.85
1250,2021-05-28,Furniture,Tables,South,Second Class,861.28
1251,2022-01-20,Office Supplies,Paper,East,Second Class,52.96
1252,2022-05-05,Office Supplies,Storage,Central,Standard Class,113.22
1253,2021-12-25,Office Supplies,Storage,Central,First Class,70.74
1254,2022-06-30,Technology,Copiers,South,Same Day,215.14
1255,2021-04-14,Office Supplies,Paper,South,First Class,474.32
1256,2021-03-20,Office Supplies,Paper,West,Standard Class,61.13
1257,2021-10-04,Office Supplies,Storage,Central,Second Class,247.67
1258,2023-11-22,Technology,Accessories,East,Second Class,464.08
1259,2021-09-30,Technology,Phones,Central,Second Class,177.05
1260,2023-06-10,Furniture,Chairs,West,Same Day,290.54
1261,2021-04-23,Furniture,Bookcases,South,Same Day,573.79
1262,2021-11-06,Technology,Accessories,West,Standard Class,94.66
1263,2023-10-25,Furniture,Tables,West,Second Class,39.53
1264,2021-12-20,Furniture,Tables,South,First Class,317.15
1265,2022-09-12,Technology,Copiers,East,Standard Class,323.55
1266,2022-12-31,Furniture,Tables,Central,First Class,167.02
1267,2022-02-23,Office Supplies,Binders,Central,Standard Class,140.65
1268,2023-06-21,Office Supplies,Storage,East,Second Class,256.67
1269,2022-02-26,Technology,Phones,Central,Standard Class,93.03
1270,2022-07-18,Office Supplies,Paper,Central,First Class,93.17
1271,2021-12-09,Office Supplies,Storage,West,First Class,405.99
1272,2023-09-06,Technology,Accessories,East,Standard Class,87.0
1273,2023-08-20,Technology,Phones,South,Standard Class,42.6
1274,2023-11-10,Furniture,Bookcases,South,First Class,140.41
1275,2023-04-09,Furniture,Chairs,South,First Class,170.42
1276,2021-03-27,Office Supplies,Paper,East,Standard Class,350.58
1277,2021-07-18,Furniture,Chairs,East,First Class,151.23
1278,2022-10-27,Technology,Copiers,South,Same Day,638.98
1279,2022-12-24,Technology,Copiers,Central,Standard Class,266.89
1280,2022-06-11,Technology,Accessories,South,Same Day,123.87
1281,2023-01-16,Office Supplies,Paper,Central,Standard Class,340.09
1282,2022-02-17,Technology,Accessories,South,Second Class,631.49
1283,2022-03-01,Furniture,Tables,West,Second Class,398.3
1284,2021-09-24,Office Supplies,Paper,South,First Class,57.28
1285,2022-07-26,Technology,Phones,East,Standard Class,182.77
1286,2021-03-19,Office Supplies,Storage,West,Standard Class,301.65
1287,2023-09-23,Office Supplies,Binders,Central,Second Class,386.86
1288,2022-06-05,Furniture,Tables,Central,Standard Class,216.18
1289,2021-02-23,Office Supplies,Binders,East,Second Class,192.9
1290,2021-10-05,Technology,Copiers,South,Second Class,783.68
1291,2023-03-27,Office Supplies,Storage,South,First Class,402.4
1292,2022-07-08,Office Supplies,Paper,West,First Class,340.85
1293,2023-07-03,Furniture,Bookcases,Central,Same Day,156.72
1294,2021-09-10,Office Supplies,Storage,South,Same Day,91.74
1295,2023-07-21,Office Supplies,Paper,Central,Standard Class,345.13
1296,2022-08-15,Office Supplies,Binders,East,Second Class,433.21
1297,2022-08-07,Technology,Copiers,South,Same Day,248.92
1298,2022-09-17,Furniture,Tables,Central,Same Day,403.15
1299,2021-07-26,Office Supplies,Paper,Central,First Class,410.33
1300,2021-11-12,Furniture,Chairs,Central,First Class,453.11
1301,2023-05-14,Furniture,Bookcases,West,First Class,56.21
1302,2021-04-11,Technology,Copiers,East,First Class,187.04
1303,2022-11-13,Office Supplies,Binders,South,Standard Class,360.03
1304,2022-02-10,Technology,Copiers,West,First Class,259.76
1305,2021-04-11,Office Supplies,Paper,Central,Same Day,411.21
1306,2021-03-30,Office Supplies,Paper,West,Same Day,340.7
1307,2022-11-26,Office Supplies,Storage,South,Standard Class,21.88
1308,2021-01-18,Technology,Copiers,East,Same Day,528.33
1309,2023-01-18,Furniture,Bookcases,South,Standard Class,168.27
1310,2023-12-15,Furniture,Bookcases,South,Second Class,117.38
1311,2021-07-22,Office Supplies,Storage,South,First Class,516.55
1312,2021-03-30,Office Supplies,Binders,West,Second Class,389.53
1313,2022-08-19,Furniture,Tables,Central,Same Day,565.79
1314,2023-10-19,Furniture,Chairs,Central,Second Class,304.08
1315,2022-09-03,Office Supplies,Storage,East,Second Class,185.09
1316,2022-02-11,Office Supplies,Binders,South,Same Day,278.81
1317,2022-10-11,Technology,Accessories,East,Second Class,98.95
1318,2022-09-15,Office Supplies,Paper,South,First Class,68.89
1319,2021-01-25,Technology,Accessories,Central,First Class,146.87
1320,2023-12-25,Furniture,Bookcases,East,Second Class,680.15
1321,2021-10-01,Office Supplies,Binders,East,Standard Class,159.93
1322,2023-11-07,Furniture,Tables,South,Second Class,43.71
1323,2022-09-29,Furniture,Bookcases,South,Standard Class,221.01
1324,2023-10-04,Office Supplies,Paper,South,Standard Class,158.15
1325,2022-09-02,Furniture,Chairs,Central,Same Day,534.82
1326,2022-04-28,Technology,Copiers,South,Standard Class,648.49
1327,2021-08-03,Technology,Accessories,South,First Class,178.18
1328,2022-04-08,Office Supplies,Binders,West,First Class,303.87
1329,2022-09-02,Office Supplies,Paper,East,Standard Class,322.66
1330,2022-12-06,Technology,Accessories,East,Same Day,240.7
1331,2022-05-15,Office Supplies,Paper,South,Same Day,207.98
1332,2021-05-07,Office Supplies,Storage,Central,Same Day,110.34
1333,2023-01-05,Furniture,Tables,Central,Standard Class,35.83
1334,2021-11-29,Furniture,Chairs,South,Standard Class,109.74
1335,2023-10-14,Furniture,Bookcases,East,Second Class,234.19
1336,2021-10-04,Office Supplies,Storage,Central,Standard Class,61.24
1337,2023-01-14,Office Supplies,Storage,East,Same Day,292.32
1338,2021-08-10,Office Supplies,Storage,Central,Standard Class,263.67
1339,2021-09-01,Furniture,Bookcases,South,First Class,158.38
1340,2022-11-10,Office Supplies,Paper,East,Second Class,201.0
1341,2023-10-20,Office Supplies,Binders,Central,First Class,73.34
1342,2021-01-17,Technology,Copiers,West,Second Class,447.56
1343,2021-11-15,Office Supplies,Paper,Central,Standard Class,442.34
1344,2022-07-19,Office Supplies,Paper,East,First Class,87.05
1345,2021-06-06,Furniture,Tables,West,Second Class,89.54
1346,2023-10-01,Furniture,Tables,West,Same Day,111.09
1347,2023-03-24,Office Supplies,Binders,East,Standard Class,372.72
1348,2021-04-12,Furniture,Chairs,South,Same Day,321.92
1349,2023-02-12,Office Supplies,Storage,Central,Second Class,512.6
1350,2022-02-10,Technology,Phones,East,Same Day,551.77
1351,2023-10-07,Office Supplies,Storage,Central,Second Class,55.27
1352,2021-01-19,Office Supplies,Paper,East,Standard Class,363.39
1353,2023-11-04,Office Supplies,Storage,East,First Class,537.06
1354,2021-01-16,Office Supplies,Paper,West,Same Day,190.73
1355,2021-11-13,Furniture,Chairs,West,Standard Class,245.47
1356,2021-07-14,Office Supplies,Storage,Central,Second Class,217.73
1357,2022-04-12,Technology,Phones,South,First Class,225.39
1358,2021-04-01,Furniture,Chairs,South,First Class,446.51
1359,2023-09-27,Furniture,Tables,South,Same Day,764.9
1360,2022-01-05,Technology,Phones,West,First Class,624.28
1361,2022-05-08,Technology,Accessories,Central,Same Day,164.7
1362,2022-05-07,Furniture,Bookcases,West,Second Class,304.57
1363,2023-04-19,Office Supplies,Binders,West,Second Class,126.87
1364,2023-01-08,Technology,Copiers,Central,Standard Class,138.7
1365,2021-11-18,Furniture,Tables,Central,Second Class,237.22
1366,2022-01-28,Technology,Accessories,West,Same Day,135.43
1367,2021-02-05,Office Supplies,Paper,South,Second Class,153.66
1368,2021-10-28,Technology,Accessories,East,Standard Class,299.29
1369,2021-08-03,Furniture,Bookcases,West,Same Day,359.78
1370,2021-10-03,Technology,Copiers,East,First Class,352.99
1371,2022-03-10,Technology,Phones,West,First Class,355.5
1372,2023-05-01,Technology,Phones,Central,Second Class,78.76
1373,2023-09-19,Furniture,Tables,Central,Second Class,129.41
1374,2022-02-12,Office Supplies,Paper,Central,Second Class,257.42
